resume_id,resume_text,target_role,years_experience,seniority
23,"Experienced in Java, System Design, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
24,"Experienced in DSA, Java, Python. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
25,"Experienced in Java, DSA, Python. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
26,"Experienced in OOP, System Design, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
27,"Experienced in C++, System Design, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
28,"Experienced in Java, C++, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
29,"Experienced in OOP, Java, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
30,"Experienced in Python, DSA, C++. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
31,"Experienced in Python, DSA, C++. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
32,"Experienced in OOP, Java, C++. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
33,"Experienced in OOP, DSA, C++. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
34,"Experienced in System Design, DSA, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
35,"Experienced in DSA, Python, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
36,"Experienced in Java, C++, DSA. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
37,"Experienced in DSA, System Design, C++. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
38,"Experienced in C++, DSA, System Design. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
39,"Experienced in C++, Java, DSA. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
40,"Experienced in Python, DSA, System Design. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
41,"Experienced in C++, System Design, Java. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
42,"Experienced in System Design, Java, DSA. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
43,"Experienced in C++, DSA, Python. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
44,"Experienced in Java, Python, System Design. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
45,"Experienced in C++, Java, DSA. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
46,"Experienced in OOP, Java, System Design. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
47,"Experienced in C++, DSA, System Design. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
48,"Experienced in C++, Java, DSA. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
49,"Experienced in DSA, Java, OOP. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
50,"Experienced in C++, Python, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
51,"Experienced in System Design, Java, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
52,"Experienced in C++, Python, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
53,"Experienced in Java, C++, OOP. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
54,"Experienced in C++, DSA, Python. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
55,"Experienced in Python, Java, OOP. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
56,"Experienced in System Design, OOP, C++. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
57,"Experienced in DSA, System Design, Java. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
58,"Experienced in Python, DSA, Java. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
59,"Experienced in System Design, C++, Java. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
60,"Experienced in System Design, Java, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
61,"Experienced in Python, Java, DSA. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
62,"Experienced in C++, Java, System Design. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
63,"Experienced in System Design, DSA, C++. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
64,"Experienced in OOP, DSA, System Design. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
65,"Experienced in DSA, C++, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
66,"Experienced in System Design, OOP, Python. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
67,"Experienced in Python, Java, DSA. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
68,"Experienced in Python, Java, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
69,"Experienced in OOP, DSA, Python. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
70,"Experienced in C++, Java, System Design. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
71,"Experienced in Java, System Design, DSA. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
72,"Experienced in OOP, Java, C++. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
73,"Experienced in C++, System Design, Python. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
74,"Experienced in C++, OOP, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
75,"Experienced in OOP, Python, DSA. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
76,"Experienced in Python, Java, System Design. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
77,"Experienced in DSA, Python, Java. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
78,"Experienced in Java, Python, C++. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
79,"Experienced in DSA, C++, Java. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
80,"Experienced in Java, System Design, OOP. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
81,"Experienced in C++, System Design, Java. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
82,"Experienced in System Design, C++, Java. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
83,"Experienced in System Design, Python, C++. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
84,"Experienced in System Design, Python, Java. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
85,"Experienced in System Design, Python, C++. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
86,"Experienced in Python, OOP, Java. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
87,"Experienced in DSA, Python, C++. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
88,"Experienced in OOP, Java, System Design. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
89,"Experienced in OOP, C++, DSA. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
90,"Experienced in System Design, DSA, Java. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
91,"Experienced in System Design, Python, Java. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
92,"Experienced in Python, System Design, DSA. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
93,"Experienced in Python, C++, OOP. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
94,"Experienced in C++, Java, OOP. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
95,"Experienced in DSA, Python, System Design. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
96,"Experienced in OOP, C++, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
97,"Experienced in OOP, C++, DSA. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
98,"Experienced in C++, OOP, Python. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
99,"Experienced in Java, DSA, System Design. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
100,"Experienced in OOP, Java, DSA. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
101,"Experienced in DSA, Python, C++. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
102,"Experienced in C++, OOP, DSA. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
103,"Experienced in System Design, Java, OOP. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
104,"Experienced in C++, DSA, Java. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
105,"Experienced in OOP, System Design, Python. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
106,"Experienced in Java, C++, DSA. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
107,"Experienced in System Design, Java, Python. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
108,"Experienced in DSA, OOP, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
109,"Experienced in C++, DSA, Java. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
110,"Experienced in Java, System Design, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
111,"Experienced in Java, DSA, C++. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
112,"Experienced in OOP, System Design, DSA. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
113,"Experienced in Java, DSA, System Design. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
114,"Experienced in C++, DSA, Java. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
115,"Experienced in C++, Python, System Design. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
116,"Experienced in System Design, DSA, OOP. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
117,"Experienced in Java, OOP, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
118,"Experienced in C++, Java, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
119,"Experienced in DSA, OOP, System Design. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
120,"Experienced in Java, DSA, C++. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
121,"Experienced in Python, Java, DSA. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
122,"Experienced in DSA, Java, Python. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
123,"Experienced in System Design, Python, Java. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
124,"Experienced in Java, Python, System Design. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
125,"Experienced in OOP, System Design, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
126,"Experienced in System Design, C++, DSA. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
127,"Experienced in Python, OOP, System Design. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
128,"Experienced in Java, OOP, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
129,"Experienced in Java, System Design, DSA. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
130,"Experienced in OOP, Java, C++. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
131,"Experienced in Java, System Design, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
132,"Experienced in DSA, Python, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
133,"Experienced in Java, C++, System Design. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
134,"Experienced in Java, OOP, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
135,"Experienced in OOP, System Design, Python. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
136,"Experienced in Java, Python, OOP. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
137,"Experienced in Java, Python, System Design. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
138,"Experienced in Java, OOP, DSA. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
139,"Experienced in System Design, Java, Python. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
140,"Experienced in System Design, C++, DSA. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
141,"Experienced in Java, DSA, OOP. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
142,"Experienced in Java, System Design, Python. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
143,"Experienced in Java, C++, System Design. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
144,"Experienced in Python, System Design, Java. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
145,"Experienced in System Design, Python, DSA. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
146,"Experienced in Java, Python, System Design. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
147,"Experienced in C++, OOP, DSA. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
148,"Experienced in Python, Java, System Design. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
149,"Experienced in System Design, Java, Python. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
150,"Experienced in C++, Java, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
151,"Experienced in Java, Python, DSA. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
152,"Experienced in OOP, C++, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
153,"Experienced in System Design, DSA, Python. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
154,"Experienced in System Design, C++, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
155,"Experienced in Python, C++, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
156,"Experienced in OOP, Java, DSA. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
157,"Experienced in OOP, Python, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
158,"Experienced in DSA, Python, C++. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
159,"Experienced in OOP, Java, Python. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
160,"Experienced in Python, DSA, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
161,"Experienced in C++, Python, Java. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
162,"Experienced in Python, OOP, C++. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
163,"Experienced in DSA, Python, C++. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
164,"Experienced in Java, System Design, C++. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
165,"Experienced in Python, C++, DSA. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
166,"Experienced in DSA, System Design, C++. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
167,"Experienced in Python, Java, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
168,"Experienced in System Design, C++, Python. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
169,"Experienced in Java, DSA, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
170,"Experienced in System Design, DSA, C++. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
171,"Experienced in DSA, OOP, Java. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
172,"Experienced in System Design, OOP, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
173,"Experienced in System Design, Python, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
174,"Experienced in OOP, System Design, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
175,"Experienced in OOP, Python, Java. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
176,"Experienced in Java, DSA, C++. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
177,"Experienced in System Design, C++, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
178,"Experienced in C++, System Design, OOP. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
179,"Experienced in System Design, Python, DSA. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
180,"Experienced in DSA, Python, C++. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
181,"Experienced in Java, System Design, OOP. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
182,"Experienced in System Design, DSA, OOP. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
183,"Experienced in System Design, C++, Python. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
184,"Experienced in OOP, Java, C++. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
185,"Experienced in OOP, Java, Python. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
186,"Experienced in DSA, Python, Java. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
187,"Experienced in OOP, DSA, Java. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
188,"Experienced in OOP, Python, Java. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
189,"Experienced in OOP, Python, Java. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
190,"Experienced in Python, Java, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
191,"Experienced in DSA, C++, Java. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
192,"Experienced in OOP, C++, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
193,"Experienced in System Design, C++, Java. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
194,"Experienced in OOP, Java, C++. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
195,"Experienced in C++, OOP, Python. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
196,"Experienced in OOP, Python, C++. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
197,"Experienced in DSA, Java, OOP. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
198,"Experienced in Java, C++, System Design. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
199,"Experienced in C++, DSA, System Design. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
200,"Experienced in Python, System Design, Java. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
201,"Experienced in OOP, Java, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
202,"Experienced in C++, Python, System Design. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
203,"Experienced in System Design, OOP, Java. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
204,"Experienced in OOP, Java, System Design. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
205,"Experienced in DSA, OOP, C++. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
206,"Experienced in Python, Java, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
207,"Experienced in Python, DSA, System Design. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
208,"Experienced in System Design, C++, Python. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
209,"Experienced in OOP, Java, Python. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
210,"Experienced in Python, C++, OOP. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
211,"Experienced in Java, OOP, System Design. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
212,"Experienced in System Design, DSA, Python. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
213,"Experienced in OOP, DSA, System Design. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
214,"Experienced in OOP, System Design, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
215,"Experienced in DSA, Python, OOP. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
216,"Experienced in Java, System Design, DSA. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
217,"Experienced in Java, OOP, C++. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
218,"Experienced in Java, Python, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
219,"Experienced in Java, System Design, DSA. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
220,"Experienced in Java, C++, OOP. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
221,"Experienced in DSA, OOP, C++. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
222,"Experienced in OOP, C++, Java. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
223,"Experienced in System Design, OOP, Java. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
224,"Experienced in DSA, OOP, C++. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
225,"Experienced in Java, System Design, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
226,"Experienced in C++, OOP, DSA. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
227,"Experienced in System Design, C++, Java. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
228,"Experienced in DSA, System Design, C++. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
229,"Experienced in OOP, System Design, Python. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
230,"Experienced in OOP, Java, DSA. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
231,"Experienced in Java, Python, OOP. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
232,"Experienced in System Design, C++, DSA. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
233,"Experienced in Java, C++, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
234,"Experienced in DSA, C++, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
235,"Experienced in OOP, Python, System Design. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
236,"Experienced in OOP, Python, C++. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
237,"Experienced in Java, OOP, Python. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
238,"Experienced in System Design, DSA, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
239,"Experienced in C++, Python, DSA. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
240,"Experienced in OOP, Python, Java. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
241,"Experienced in DSA, System Design, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
242,"Experienced in OOP, C++, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
243,"Experienced in Java, C++, DSA. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
244,"Experienced in Python, System Design, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
245,"Experienced in OOP, Python, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
246,"Experienced in Java, Python, OOP. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
247,"Experienced in Java, System Design, Python. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
248,"Experienced in C++, System Design, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
249,"Experienced in System Design, C++, DSA. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
250,"Experienced in Java, System Design, OOP. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
251,"Experienced in System Design, OOP, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
252,"Experienced in OOP, C++, DSA. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
253,"Experienced in Java, System Design, C++. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
254,"Experienced in System Design, Java, Python. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
255,"Experienced in C++, OOP, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
256,"Experienced in C++, Java, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
257,"Experienced in System Design, OOP, DSA. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
258,"Experienced in OOP, Python, Java. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
259,"Experienced in OOP, Java, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
260,"Experienced in System Design, DSA, C++. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
261,"Experienced in Java, C++, System Design. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
262,"Experienced in DSA, System Design, OOP. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
263,"Experienced in Python, System Design, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
264,"Experienced in Python, System Design, OOP. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
265,"Experienced in DSA, C++, System Design. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
266,"Experienced in C++, OOP, Python. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
267,"Experienced in C++, DSA, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
268,"Experienced in OOP, Python, Java. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
269,"Experienced in C++, System Design, Python. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
